text,labels
"Setelah itu saksi MARTIN NEPARASI bersama dengan Terdakwa menemui saksi YULVI ( karyawan saksi H . MULYADI alias H . ALEX ) dan sambil berdiri kemudian berkata : "" ini tanah milik siapa ? "" yang di jawab oleh saksi YULVI "" kantor ini milik H . ALEX "" , kemudian saksi MARTIN NEPARASI menyuruh saksi YULVI untuk menelpon saksi H . MULYADI alias H . ALEX agar segera datang menemuinya , kemudian saksi YULVI mengatakan bahwa saksi H . MULYADI alias H . ALEX akan datang sehabis dzuhur . Kemudian Terdakwa , saksi MARTIN NEPARASI dan rekan - rekan masuk ke lokasi tersebut dan Terdakwa dengan di bantu anak buah saksi MARTIN NEPARASI memasang plang bertuliskan "" Tanah ini milik ahli waris DAMIRl BIN AHMAD BERDASARKAN GIRIK C 1891 DAN C 2377 P 4 S II LUAS TANAH 4 . 176 M2 DI BAWAH PENGAWASAN LAW OFFICE HAR THONAK & ASSOCIATES DAN MARTIN NR - CS "" . Sekira pukul 13 . 15 wib saksi H . MULYADI alias H . ALEX datang dan menemui Terdakwa dan menanyakan mengenai kantor saksi H . MULYADI als H . ALEX yang berdiri di atas tanah tersebut , kemudian Terdakwa mengatakan : "" semua ini punya Bapak saya "" , dan saksi MARTIN NEPARASI juga mengatakan bahwa "" tanah ini punya DAMIRl BIN AHMAD , ini anaknya yang bernama IBROHIM BIN DAMIRl "" sambil menunjuk Terdakwa dan kemudian saksi H . MULYADI als H . ALEX menelepon saksi WAWAN RACHMAWAN untuk membantunya , namun karena tidak ada tanggapan , saksi H . MULYADI als H . ALEX pergi pulang karena takut dengan banyaknya orang yang di bawa oleh Terdakwa dan saksi MARTIN NEPARASI . Sepeninggal saksi H . MULYADI alias H . ALEX dari lokasi tanah tersebut , Terdakwa dan saksi MARTIN NEPARASI menyuruh para penghuni diantaranya saksi SARKI dan saksi SIDABUTAR untuk mengosongkan lokasi tersebut dengan mengatakan "" pokoknya ini tempat harus di kosongkan sekarang "" dan "" keluarkeluarkeluarjangan ada di dalam rumah , jangan sampai ada yang mengambil seng , asbes , kayu dan triplek "" . Kemudian secara bersama - sama langsung merusak dengan merobohkan bangunan yang ada di lokasi tersebut dengan menggunakan tangan kosong kemudian mendorong dan menendang bangunan bedeng hingga bangunan 16bedeng tersebut rubuh dan hancur dan sebagian ada yang menggunakan balok kayu kemudian memukulkan ke bedeng dan barang - barang sehingga bangunan rusak dan barang - barang hancur . Pada saat di rusak tersebut saksi SARKI selaku penghuni sempat meminta kepada Terdakwa dan saksi MARTIN NEPARASI untuk tidak membongkar karena barang dagangan bisa hancur , namun saksi MARTIN NEPARASI berkata : "" ini tanah bukan milik H . Wawan Rachmawan tapi ini tanah milik IBROHIM yang di kuasakan kepada saya "" . Kemudian saksi SARKI berusaha menyelamatkan barang - barangnya , namun di hardik saksi MARTIN NEPARASI dan teman - temannya dengan mengatakan "" jangan ambil , kalau anda mau ngambil harus bayar kontrakan selama disini "" ; ",O O O B_DEFN I_DEFN O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O B_DEFN I_DEFN O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O B_DEFN I_DEFN O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O B_DEFN I_DEFN O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O 
"Bahwa setelah bangunan semi permanen yang di tempati saksi SARKI dan saksi SIDABUTAR beserta karyawannya roboh rata dengan tanah serta tidak ada lagi , kemudian Terdakwa dan saksi MARTIN NEPARASI menguasai dan berada di tanah tersebut dan membangun pos pengamanan ; ",O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O 
Bahwa atas perbuatan Terdakwa dan saksi MARTIN NEPARASI menguasai dan berada di tanah tersebut kemudian melalui kuasa hukumnya HRE SOEKAESIH memberikan somasi / teguran Nomor : ,O O O O O O B_DEFN I_DEFN O O O O O O O O O O B_DEFN I_DEFN O O O O O O 
"14 . 106 / Som / XII / 11 tanggal 18 Desember 2011 dan Nomor 14 . 106 / Som / XII / 11 tanggal 18 Desember 2011 kepada Terdakwa dan saksi MARTIN NEPARASI agar segera keluar dari lokasi tanah tersebut , namun tidak diindahkan . Perbuatan Terdakwa tersebut sebagaimana diatur dan diancam pidana dalam pasal 167 ayat ( 1 ) KUHP jo pasal 55 ayat ( 1 ) ke 1 KUHP ATAU KETIGA ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O 
"Bahwa ia terdakwa IBROHIM Bin DAMIRl alias IBRAHIM ( selanjutnya disebut Terdakwa ) bersama dengan saksi MARTIN NEPARASI ( menjadi Terdakwa dengan berkas perkara terpisah ) pada hari Minggu tanggal 11 Desember 2011 atau setidak - tidaknya pada suatu waktu dalam bulan Desember pada tahun 2011 bertempat Jalan Sekretaris Gang Macan RT . 2 RW . 13 Kel . Duri Kepa Kec . Kebon Jeruk Jakarta Barat atau setidak - tidaknya pada suatu 17tempat yang masih termasuk dalam daerah hukum Pengadilan Negeri Jakarta Barat , telah dengan terang - terangan dan dengan tenaga bersama menggunakan kekerasan terhadap orang atau barang , dengan sengaja menghancurkan barang atau jika kekerasan yang digunakan mengakibatkan luka - luka , yang terdakwa lakukan dengan cara sebagai berikut : ",O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa pada mulanya HRE SOEKAESIH memiliki tanah seluas 11 . 744 M2 yang terletak di Jalan Sekretaris Gang Macan RT . 2 RWk6 . 13 Kel . Duri Kepa ( dahulu Desa Kedoya ) Kec . Kebon Jeruk Jakarta Barat ; ,O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa berdasarkan Berita Acara Serah Terima Dan Pelepasan Hak Tanah tertanggal 2 Juli 1980 , tanah milik HRE . SOEKAESIH seluas 11 . 744 M2 tersebut , dibebaskan ke Pemda DKI Jakarta seluas 7 . 996 M2 yang di pergunakan untuk pembangunan SDN 7 Pagi Duri Kepa dan SDN 8 Pagi Duri Kepa Kebon Jeruk Jakarta Barat , Normalisasi Kali Sekretaris dan Pelebaran Jalan Sekretaris Jakarta Barat . Kemudian berdasarkan Bukti Pelepasan Hak Atas Tanah / Bangunan Dan Segala Yang Ada Di atasnya Sereta Menerima Uang Ganti Rugi tanggal 7 Desember 1983 , sisa tanah HRE Soekaesih kemudian dibebaskan kembali ke Komando Proyek Pencegahan Banjir Pemda DKI Jakarta seluas 2 . 665 M2 , yang berasal dari Girik C No . 2377 , Girik C No . 2596 , Girik C No . 1906 dan Girik C No . 3071 . Sehingga sisa tanah milik HRE Soekaesih tinggal seluas 970 m2 berdasarkan ( Girik ) Kohir No : ",O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O 
C . 3071 yang dikuatkan dengan SPPT PBB ( NOP ) : ,O O O O O O O O O O O O 
"31 . 74 . 10 . 5 . 5 - 9 . 0 , an . H . R . E . SOEKAESIH seluas 970 M2 , Letak Objek Pajak : Jl . Kali Sekretaris RT . 2 RW . 13 Duri Kepa , Kebon Jeruk , Jakarta Barat ; ",O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa saksi WAWAN RACHMAWAN selaku anak HRE SOEKAESIH dan HRE SOEKAESIH sendiri memberikan kepercayaan kepada SAFRUDIN untuk merawat tanah seluas 4674 diatas tanah ( Girik ) Kohir No . : 2377 , Persil 4 / ll / S , ( Girik ) Kohir No . : 1906 , Porsil 4 / S / ll dan Girik C No . 2596 Persil 4 / S / ll dengan kompensasi di beri tanah seluas 80 m2 di lokasi tanah tersebut . Dan di atas tanah seluas 80 m2 tersebut di bangun rumah semi permanen untuk di jadikan tempat tinggal SAFRUDIN untuk menjaga dan merawat tanah tersebut . Dan 18pada sekitar April 2005 saksi H . MULYADI alias H . ALEX membeli tanah seluas 80 m2 yang sudah menjadi milik SAFRUDIN tersebut dan diminta oleh saksi WAWAN RACHMAWAN selaku anak HRE SOEKAESIH dan oleh HRE SOEKAESIH sendiri untuk menjaga dan merawat tanah seluas 4674 tersebut . Kemudian bangunan tersebut oleh saksi H . MULYADI alias H . ALEX di pakai sebagai tempat usaha menjual material bangunan , dan yang semula tanah seluas 4674 tersebut masih berupa rawa - rawa dan sawah oleh saksi H . MULYADI alias H . ALEX di urug menggunakan tanah dan puing bangunan sehingga menjadi tanah darat . Kemudian pada tahun 2008 , saksi WAWAN RACHMAWAN memagar sekeliling tanah seluas 4674 tersebut setinggi 3 ( tiga ) meter dan didirikan 2 ( dua ) buah bangunan semi permanen masing - masing seluas 200 m2 yang di kontrakan kepada SIDABUTAR untuk tempat tinggal 30 orang karyawannya dan seluas 250 m2 yang di kontrakan kepada saksi SARKI untuk tempat tinggal 40 orang karywannya dan untuk usaha rongsokan ( barang bekas ) ; ",O O B_DEFN I_DEFN O O B_DEFN I_DEFN O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O B_DEFN I_DEFN O O B_DEFN I_DEFN O O B_DEFN I_DEFN O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa pada tahun 2007 Terdakwa pernah mendatangi saksi H . MULYADI alias H . ALEX untuk meminjam dan memfotokopi fotokopi Akta Jual Beli No . 261 / 1979 / Kec . Kebon Jeruk , tertanggal 18 Juni 1979 , yang dibuat dihadapan Notaris / PPAT E . SIANIPAR , SH , dan di mutasi menjadi hak milik adat ( Girik ) Kohir No . : C . 3071 , seluas 970 M2 , fotokopi Akta Jual Beli No 1046 / 1972 , tertanggal 23 September 1972 yang di buat di hadapan yang di buat di hadapan PPAT Asisten Wedana , Kepala Ketjamatan Kebon Jeruk Jakarta Barat , DAMIRI Bin ACHMAD menjual Tanah dengan alas hak yaitu hak milik adat ( Girik ) Kohir No . : 2377 , Persil 4 / ll / S seluas 2 . 424 M dan fotokopi Akta Djual Beli No 254 / 1973 . tertanggal 12 Maret 1973 yang dibuat dihadapan PPAT Asisten Wedana , Kepala Ketjamatan Kebon Jeruk , Jakarta Barat , MUH V . JUSUP menjual Tanah dengan alas hak yaitu hak milik adat ( Girik ) Kohir No . : ",O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"1906 , Porsil 4 / S / ll , seluas 1 . 280 M2 dalam rangka mencari keberadaan lokasi sisa tanah milik almarhum orang tuanya yaitu DAMIRI Bin AHMAD berdasarkan girik C . 1891 persil 4 S II dan Girik C . 2377 Persil 4 S II luas tanah 4 . 176 M2 serta berdasarkan cerita almarhumah ALIYAH Binti ALIFAN ( ibunya ) , TARJA 19GUNAWAN dan almarhum HM HUZAIN , yang mana Terdakwa sendiri tidak pernah melihat fisik Girik C 1891 dan Girik C 2377 P : 4 S II dan tidak tahu dimana keberadaannya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Selanjutnya Terdakwa melapor ke Kelurahan Kedoya Selatan Kecamatan Kebon Jeruk Jakarta Barat untuk di buatkan Surat Riwayat Tanah No . 50 / 1 . 711 . 1 Perihal Keterangan Asal Usul Girik C 1891 Persil 4 S II tertanggal 17 Juli 2008 atas pemohon Ny . Mirsunah , Cs dan Surat Riwayat Tanah No . 51 / 1 . 711 . 1 Perihal Keterangan Asal Usul Girik C 2377 Persil 4 S II tertanggal 17 Juli 2008 atas pemohon Ny . Mirsunah , Cs untuk kemudian membuat Laporan Kehilangan dengan Surat keterangan Kehilangan Nomor : ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Sket / 101 / lll / 2009 / Serse tanggal 17 Maret 2009 di Mapolres Metro Jakarta Barat ; ,O O O O O O O O O O O O O O O O O O O 
Selanjutnya Terdakwa mengajukan permohonan Surat Keterangan Kelurahan Duri Kepa ( Model : PM . I WNI ) sebagai pengantar dari kelurahan untuk penerbitan SPPT PBB di Kantor KP PBB Pratama Kebon Jeruk II atas nama IBROHIM Bin DAMIRl dan terbit Surat Keterangan Kelurahan Duri Kepa Nomor : 1362 / 1 . 755 . 1 dan Nomor : 1361 / 1 . 755 . 1 tanggal 29 Agustus 2012 . Namun oleh Kantor KP PBB Pratama Kebon Jeruk II permohonan tersebut ditolak ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa sebahagian di lokasi / tanah tersebut dari tahun 1994 terbit Sertipikat Hak Pakai ( SHP ) No . 605 / Duri Kepa atas nama Pemda DKI Jakarta yang asal usulnya bukan dari Girik C . 1906 , C . 2596 , C . 3071 dan C . 1891 milik HRE SOEKASIH serta berdasarkan gambar situasi dengan batas - batas dimana sebelah Utara berbatasan dengan tanah sawah NY . R . E . SOEKAESIH . , bukan tanah H . DAMIRl . Pada tanggal 4 Juni 2011 Terdakwa sebagai salah satu ahli waris alm . DAMIRl BIN AHMAD membuat surat kuasa kepada saksi MARTIN NEPARASI atas nama dan untuk kepentingan para ahli waris DAMIRl BIN AHMAD untuk mengurus hak ats tanah alm . DAMIRl BIN AHMAD berdasarkan Girik C 1891 Persil 4 S II sisa luas 2740 m2 dan Girik C 2377 Persil 4 S II sisa luas 1436 m2 tota luas tanah 4 . 176 m2 yang menurut Terdakwa lokasinya adalah tanah yang di kuasai oleh saksi 20 WAWAN RACHMAWAN di Jalan Sekretaris Gang Macan RT . 2 RW . 13 Kel . Duri Kepa Kec . Kebon Jeruk Jakarta Barat . Berdasarkan Surat Kuasa tersebut , pada hari Minggu tanggal 11 Desember 2011 sekira pukul 11 . 0 wib Terdakwa bersama dengan saksi MARTIN NEPARASI dan rekan - rekannya sekitar 150 orang mendatangi lokasi tanah di Jalan Sekretaris Gang Macan RT . 2 RW . 13 Kel . Duri Kepa Kec . Kebon Jeruk Jakarta Barat tersebut dari arah Citra Land dengan menggunakan kendaraan metromini , mikrolet , sedan , jeep dan pick up serta sepeda motor kemudian parker dan turun mengelilingi lokasi tanah tersebut ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Setelah itu saksi MARTIN NEPARASI bersama dengan Terdakwa menemui saksi YULVI ( karyawan saksi H . MULYADI alias H . ALEX ) dan sambil berdiri kemudian berkata : "" ini tanah milik siapa ? "" yang di jawab oleh saksi YULVI "" kantor ini milik H . ALEX "" , kemudian saksi MARTIN NEPARASI menyuruh saksi YULVI untuk menelpon saksi H . MULYADI alias H . ALEX agar segera datang menemuinya , kemudian saksi YULVI mengatakan bahwa saksi H . MULYADI alias H . ALEX akan datang sehabis dzuhur . Kemudian Terdakwa , saksi MARTIN NEPARASI dan rekan - rekan masuk ke lokasi tersebut dan Terdakwa dengan di bantu anak buah saksi MARTIN NEPARASI memasang plang bertuliskan "" Tanah ini milik ahli waris DAMIRl BIN AHMAD BERDASARKAN GIRIK C 1891 DAN C 2377 P 4 S II LUAS TANAH 4 . 176 M2 DI BAWAH PENGAWASAN LAW OFFICE HAR THONAK & ASSOCIATES DAN AAARTIN NR - CS "" . Sekira pukul 13 . 15 wib saksi H . MULYADI alias H . ALEX datang dan menemui Terdakwa dan menanyakan mengenai kantor saksi H . MULYADI als H . ALEX yang berdiri di atas tanah tersebut , kemudian Terdakwa mengatakan : "" semua ini punya Bapak saya "" , dan saksi MARTIN NEPARASI juga mengatakan bahwa "" tanah ini punya DAMIRl BIN AHMAD , ini anaknya yang bernama IBROHIM BIN DAMIRl "" sambil menunjuk Terdakwa dan kemudian saksi H . MULYADI als H . ALEX menelepon saksi WAWAN RACHMAWAN untuk membantunya , namun karena tidak ada tanggapan , saksi H . MULYADI als H . ALEX pergi pulang karena takut dengan banyaknya orang yang di bawa oleh Terdakwa dan saksi MARTIN NEPARASI . 21 Sepeninggal saksi H . MULYADI alias H . ALEX dari lokasi tanah tersebut , Terdakwa dan saksi MARTIN NEPARASI menyuruh para penghuni diantaranya saksi SARKI dan saksi SIDABUTAR untuk mengosongkan lokasi tersebut dengan mengatakan "" pokoknya ini tempat harus di kosongkan sekarang "" dan "" keluarkeluarkeluarjangan ada di dalam rumah , jangan sampai ada yang mengambil seng , asbes , kayu dan triplek "" . Kemudian secara bersama - sama langsung merusak dengan merobohkan bangunan yang ada sebagian ada yang menggunakan balok kayu kemudian memukulkan ke bedeng dan barang - barang sehingga bangunan rusak dan barang - barang hancur . Pada saat di rusak tersebut saksi SARKI selaku penghuni sempat meminta kepada Terdakwa dan saksi MARTIN NEPARASI untuk tidak membongkar karena barang dagangan bisa hancur , namun saksi MARTIN NEPARASI berkata : "" ini tanah bukan milik H . Wawan Rachmawan tapi ini tanah milik IBROHIM yang di kuasakan kepada saya "" . Kemudian saksi SARKI berusaha menyelamatkan barang - barangnya , namun di hardik saksi MARTIN NEPARASI dan teman - temannya dengan mengatakan "" jangan ambil , kalau anda mau ngambil harus bayar kontrakan selama disini "" ; ",O O O B_DEFN I_DEFN O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O B_DEFN I_DEFN O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O B_DEFN I_DEFN O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O B_DEFN I_DEFN O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O 
"Bahwa setelah bangunan semi permanen yang di tempati saksi SARKI dan saksi SIDABUTAR beserta karyawannya roboh rata dengan tanah serta tidak ada lagi , kemudian Terdakwa dan saksi MARTIN NEPARASI menguasai tanah tersebut dan membangun pos pengamanan . Perbuatan terdakwa tersebut sebagaimana diatur dan diancam pidana dalam pasal 170 ayat ( 1 ) dan ( 2 ) ke - 1 KUHP . ATAU KEEMPAT ; ",O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV I_ARTV O O O O 
"Bahwa ia terdakwa IBROHIM Bin DAMIRI alias IBRAHIM ( selanjutnya disebut Terdakwa ) bersama dengan saksi MARTIN NEPARASI ( menjadi Terdakwa dengan berkas perkara terpisah ) pada hari Minggu tanggal 11 Desember 2011 atau setidak - tidaknya pada suatu waktu dalam bulan Desember pada tahun 2011 bertempat Jalan Sekretaris Gang Macan RT . 2 RW . 13 Kel . Duri Kepa Kec . Kebon Jeruk Jakarta Barat atau setidak - tidaknya pada suatu tempat yang masih termasuk dalam daerah hukum Pengadilan Negeri 22Jakarta Barat , telah dengan sengaja dan melawan hukum menghancurkan , merusakkan , membikin tak dapat dipakai atau menghilangkan barang sesuatu yang seluruhnya atau sebagian milik orang lain , sebagai yang melakukan , yang menyuruh melakukan dan yang turut serta melakukan perbuatan yang ia terdakwa lakukan dengan cara sebagai berikut : ",O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
